participant ID,stimulus,mental complexity,distraction,pressed key,correct key,correct key pressed,reaction time in ms,timestamp
1,▲,attentive,True,up,up,True,327,2017-05-24 22:18:14
participant ID,stimulus,mental complexity,distraction,pressed key,correct key,correct key pressed,reaction time in ms,timestamp
1,▲,attentive,True,up,up,True,540,2017-05-24 22:18:14
participant ID,stimulus,mental complexity,distraction,pressed key,correct key,correct key pressed,reaction time in ms,timestamp
1,▲,attentive,True,up,up,True,810,2017-05-24 22:18:14
1,▲,attentive,True,up,up,True,8,2017-05-24 22:18:15
1,▼,attentive,True,up,down,False,5,2017-05-24 22:18:15
1,▼,attentive,True,up,down,False,15,2017-05-24 22:18:15
1,▼,attentive,True,up,down,False,246,2017-05-24 22:18:15
1,▲,attentive,True,up,up,True,245,2017-05-24 22:18:16
1,▼,attentive,True,up,down,False,39,2017-05-24 22:18:16
1,▼,attentive,True,up,down,False,66,2017-05-24 22:18:16
1,▲,attentive,True,up,up,True,62,2017-05-24 22:18:17
1,▼,attentive,True,up,down,False,21,2017-05-24 22:18:17
1,▼,attentive,True,up,down,False,248,2017-05-24 22:18:17
1,dog,pre-attentive,False,up,down,False,194,2017-05-24 22:18:17
1,U.F.O.,pre-attentive,False,up,up,True,130,2017-05-24 22:18:17
1,you,pre-attentive,False,up,down,False,88,2017-05-24 22:18:18
1,table,pre-attentive,False,up,down,False,58,2017-05-24 22:18:18
1,cat,pre-attentive,False,up,down,False,53,2017-05-24 22:18:18
1,car,pre-attentive,False,up,down,False,59,2017-05-24 22:18:18
1,airplane,pre-attentive,False,up,up,True,64,2017-05-24 22:18:18
1,cat,pre-attentive,False,up,down,False,70,2017-05-24 22:18:19
1,cat,pre-attentive,False,up,down,False,57,2017-05-24 22:18:19
1,bee,pre-attentive,False,up,up,True,48,2017-05-24 22:18:19
1,airplane,pre-attentive,False,up,up,True,48,2017-05-24 22:18:19
1,▼,attentive,False,up,down,False,43,2017-05-24 22:18:19
1,▼,attentive,False,up,down,False,47,2017-05-24 22:18:19
1,▲,attentive,False,up,up,True,36,2017-05-24 22:18:20
1,▲,attentive,False,up,up,True,41,2017-05-24 22:18:20
1,▲,attentive,False,up,up,True,58,2017-05-24 22:18:20
1,▲,attentive,False,up,up,True,461,2017-05-24 22:18:21
1,▲,attentive,False,up,up,True,658,2017-05-24 22:18:21
1,▲,attentive,False,up,up,True,857,2017-05-24 22:18:21
1,▼,attentive,False,up,down,False,77,2017-05-24 22:18:22
1,▼,attentive,False,up,down,False,56,2017-05-24 22:18:22
1,▼,attentive,False,up,down,False,37,2017-05-24 22:18:22
1,bird,pre-attentive,True,up,up,True,18,2017-05-24 22:18:22
1,dog,pre-attentive,True,up,down,False,18,2017-05-24 22:18:22
1,bus,pre-attentive,True,up,down,False,5,2017-05-24 22:18:22
1,fish,pre-attentive,True,up,down,False,24,2017-05-24 22:18:23
1,helicopter,pre-attentive,True,up,up,True,33,2017-05-24 22:18:23
1,airplane,pre-attentive,True,up,up,True,45,2017-05-24 22:18:23
1,bee,pre-attentive,True,up,up,True,55,2017-05-24 22:18:23
1,bee,pre-attentive,True,up,up,True,54,2017-05-24 22:18:23
1,pizza,pre-attentive,True,up,down,False,46,2017-05-24 22:18:24
1,car,pre-attentive,True,up,down,False,47,2017-05-24 22:18:24
1,bird,pre-attentive,True,up,up,True,43,2017-05-24 22:18:24
1,bird,pre-attentive,True,up,up,True,238,2017-05-24 22:18:24
1,bird,pre-attentive,True,up,up,True,438,2017-05-24 22:18:24
1,bird,pre-attentive,True,up,up,True,644,2017-05-24 22:18:25
1,bird,pre-attentive,True,up,up,True,853,2017-05-24 22:18:25
