participant ID,stimulus,mental complexity,distraction,pressed key,correct key,correct key pressed,reaction time in ms,timestamp
1,▲,pre-attentive,True,up,up,True,534,2017-05-25 17:26:05
1,▲,pre-attentive,True,up,up,True,485,2017-05-25 17:26:06
1,▼,pre-attentive,True,down,down,True,1056,2017-05-25 17:26:07
1,▼,pre-attentive,True,down,down,True,515,2017-05-25 17:26:08
1,▼,pre-attentive,True,down,down,True,419,2017-05-25 17:26:09
1,▲,pre-attentive,True,up,up,True,761,2017-05-25 17:26:11
1,▼,pre-attentive,True,down,down,True,660,2017-05-25 17:26:12
1,▲,pre-attentive,True,up,up,True,731,2017-05-25 17:26:13
1,▲,pre-attentive,True,up,up,True,667,2017-05-25 17:26:14
1,▼,pre-attentive,True,down,down,True,717,2017-05-25 17:26:16
1,▼,pre-attentive,True,down,down,True,559,2017-05-25 17:26:17
1,bus,attentive,False,down,down,True,1207,2017-05-25 17:26:18
1,car,attentive,False,down,down,True,834,2017-05-25 17:26:20
1,bus,attentive,False,down,down,True,921,2017-05-25 17:26:21
1,airplane,attentive,False,up,up,True,785,2017-05-25 17:26:23
1,you,attentive,False,down,down,True,731,2017-05-25 17:26:24
1,dragon,attentive,False,up,up,True,788,2017-05-25 17:26:25
1,bee,attentive,False,up,up,True,911,2017-05-25 17:26:27
1,fish,attentive,False,down,down,True,848,2017-05-25 17:26:29
1,helicopter,attentive,False,up,up,True,755,2017-05-25 17:26:30
1,bird,attentive,False,up,up,True,1010,2017-05-25 17:26:32
1,boat,attentive,False,down,down,True,1024,2017-05-25 17:26:33
1,▲,pre-attentive,False,up,up,True,739,2017-05-25 17:26:34
1,▲,pre-attentive,False,up,up,True,540,2017-05-25 17:26:36
1,▼,pre-attentive,False,down,down,True,700,2017-05-25 17:26:37
1,▼,pre-attentive,False,down,down,True,453,2017-05-25 17:26:38
1,▲,pre-attentive,False,up,up,True,596,2017-05-25 17:26:39
1,▲,pre-attentive,False,up,up,True,978,2017-05-25 17:26:41
1,▼,pre-attentive,False,down,down,True,637,2017-05-25 17:26:42
1,▲,pre-attentive,False,up,up,True,1148,2017-05-25 17:26:44
1,▼,pre-attentive,False,down,down,True,779,2017-05-25 17:26:46
1,▲,pre-attentive,False,up,up,True,586,2017-05-25 17:26:47
1,▼,pre-attentive,False,down,down,True,600,2017-05-25 17:26:48
1,spaceship,attentive,True,up,up,True,929,2017-05-25 17:26:50
1,fish,attentive,True,down,down,True,892,2017-05-25 17:26:51
1,boat,attentive,True,down,down,True,853,2017-05-25 17:26:53
1,dragon,attentive,True,up,up,True,809,2017-05-25 17:26:54
1,fish,attentive,True,down,down,True,787,2017-05-25 17:26:55
1,U.F.O.,attentive,True,up,up,True,858,2017-05-25 17:26:57
1,airplane,attentive,True,up,up,True,833,2017-05-25 17:26:58
1,dragon,attentive,True,up,up,True,1082,2017-05-25 17:27:00
1,fish,attentive,True,down,down,True,1063,2017-05-25 17:27:02
1,spaceship,attentive,True,up,up,True,836,2017-05-25 17:27:03
1,cat,attentive,True,down,down,True,819,2017-05-25 17:27:04
