"input technique,input type,subject id,timestamp,time needed in ms,input"
"default,key pressed,4,2017-06-21 16:40:30.834358,0.159856,""s"""
"default,key pressed,4,2017-06-21 16:40:30.922455,0.088073,"" """
"default,key pressed,4,2017-06-21 16:40:31.099178,0.176698,""b"""
"default,key pressed,4,2017-06-21 16:40:31.282482,0.183278,""e"""
"default,key pressed,4,2017-06-21 16:40:31.434437,0.151930,""f"""
"default,word typed,4,2017-06-21 16:40:31.434523,0.759975,""s bef"""
"default,key pressed,4,2017-06-21 16:40:31.546316,0.111854,""o"""
"default,key pressed,4,2017-06-21 16:40:31.642749,0.096404,""r"""
"default,key pressed,4,2017-06-21 16:40:31.772121,0.129340,""e"""
"default,key pressed,4,2017-06-21 16:40:31.858407,0.086263,"" """
"default,key pressed,4,2017-06-21 16:40:31.954466,0.096031,""h"""
"default,word typed,4,2017-06-21 16:40:31.954549,0.520016,""ore h"""
"default,key pressed,4,2017-06-21 16:40:32.074851,0.120359,""e"""
"default,key pressed,4,2017-06-21 16:40:32.186509,0.111634,"" """
"default,key pressed,4,2017-06-21 16:40:32.403064,0.216518,""q"""
"default,key pressed,4,2017-06-21 16:40:32.522683,0.119582,""u"""
"default,key pressed,4,2017-06-21 16:40:32.594681,0.071974,""i"""
"default,word typed,4,2017-06-21 16:40:32.594785,0.640223,""e qui"""
"default,key pressed,4,2017-06-21 16:40:32.690853,0.096142,""t"""
"default,sentence typed,4,2017-06-21 16:40:32.866421,8.160264,""my girl wove six dozen plaid jackets before he quit"""
"default,test finished,4,2017-06-21 16:40:32.866568,55.112383,"



"input technique,input type,subject id,timestamp,time needed in ms,input"
"novel,key pressed,4,2017-06-21 16:42:34.781434,0.000019,""t"""
"novel,key pressed,4,2017-06-21 16:42:35.876946,1.095488,""q"""
"novel,key pressed,4,2017-06-21 16:42:36.988992,1.112020,""b"""
"novel,key pressed,4,2017-06-21 16:42:37.997342,1.008313,""f"""
"novel,key pressed,4,2017-06-21 16:42:39.549362,1.551988,""j"""
"novel,word typed,4,2017-06-21 16:42:39.549469,4.768051,""fox j"""
"novel,key pressed,4,2017-06-21 16:42:40.972957,1.423576,""u"""
"novel,key pressed,4,2017-06-21 16:42:41.548870,0.575888,"" """
"novel,key pressed,4,2017-06-21 16:42:41.957093,0.408198,""i"""
"novel,key pressed,4,2017-06-21 16:42:43.293459,1.336320,"" """
"novel,key pressed,4,2017-06-21 16:42:44.173150,0.879674,""o"""
"novel,word typed,4,2017-06-21 16:42:44.173210,4.623739,""mps o"""
"novel,key pressed,4,2017-06-21 16:42:45.885252,1.712077,""t"""
"novel,key pressed,4,2017-06-21 16:42:47.805243,1.919962,""l"""
"novel,key pressed,4,2017-06-21 16:42:49.341156,1.535893,""d"""
"novel,sentence typed,4,2017-06-21 16:42:50.845187,16.063745,""the quick brown fox jumps over the lazy dog """
"novel,key pressed,4,2017-06-21 16:42:52.245340,2.904152,""j"""
"novel,key pressed,4,2017-06-21 16:42:53.469391,1.224021,""l"""
"novel,key pressed,4,2017-06-21 16:42:55.797228,2.327816,""l"""
"novel,key pressed,4,2017-06-21 16:42:56.397383,0.600128,""l"""
"novel,key pressed,4,2017-06-21 16:42:56.669413,0.271997,""o"""
"novel,word typed,4,2017-06-21 16:42:56.669502,12.496281,""ws lo"""
"novel,key pressed,4,2017-06-21 16:42:59.653450,2.984012,""m"""
"novel,key pressed,4,2017-06-21 16:43:01.109623,1.456141,""b"""
"novel,key pressed,4,2017-06-21 16:43:02.965605,1.855959,""i"""
"novel,key pressed,4,2017-06-21 16:43:04.149473,1.183836,""s"""
"novel,key pressed,4,2017-06-21 16:43:05.957432,1.807937,""o"""
"novel,word typed,4,2017-06-21 16:43:05.957492,9.287988,""inx o"""
"novel,key pressed,4,2017-06-21 16:43:07.438349,1.480878,""q"""
"novel,sentence typed,4,2017-06-21 16:43:08.725757,17.880531,""jackdaws love my big sphinx of quartz """
"novel,key pressed,4,2017-06-21 16:43:09.877576,2.439208,""t"""
"novel,key pressed,4,2017-06-21 16:43:11.085556,1.207954,""f"""
"novel,key pressed,4,2017-06-21 16:43:12.629670,1.544072,""b"""
"novel,key pressed,4,2017-06-21 16:43:14.397977,1.768272,""w"""
"novel,key pressed,4,2017-06-21 16:43:15.869688,1.471679,""j"""
"novel,word typed,4,2017-06-21 16:43:15.869761,9.912259,""rds j"""
"novel,key pressed,4,2017-06-21 16:43:18.053784,2.184073,""q"""
"novel,sentence typed,4,2017-06-21 16:43:18.973842,10.248057,""the five boxing wizards jump quickly """
"novel,key pressed,4,2017-06-21 16:43:20.269773,2.215965,""c"""
"novel,key pressed,4,2017-06-21 16:43:21.758265,1.488466,""f"""
"novel,key pressed,4,2017-06-21 16:43:23.157800,1.399509,""b"""
"novel,key pressed,4,2017-06-21 16:43:24.781928,1.624103,""t"""
"novel,key pressed,4,2017-06-21 16:43:26.309933,1.527979,"" """
"novel,word typed,4,2017-06-21 16:43:26.310016,10.440243,""ught """
"novel,key pressed,4,2017-06-21 16:43:27.189810,0.879854,""m"""
"novel,key pressed,4,2017-06-21 16:43:28.357858,1.168023,""v"""
"novel,key pressed,4,2017-06-21 16:43:29.430292,1.072338,""e"""
"novel,key pressed,4,2017-06-21 16:43:31.037940,1.607631,""o"""
"novel,key pressed,4,2017-06-21 16:43:32.278116,1.240144,""j"""
"novel,word typed,4,2017-06-21 16:43:32.278186,5.968165,""pal j"""
"novel,sentence typed,4,2017-06-21 16:43:33.446440,14.472559,""crazy Frederick bought many very exquisite opal jewels """
"novel,key pressed,4,2017-06-21 16:43:34.542001,2.263863,""t"""
"novel,key pressed,4,2017-06-21 16:43:35.470008,0.927982,""q"""
"novel,key pressed,4,2017-06-21 16:43:36.734150,1.264112,""o"""
"novel,key pressed,4,2017-06-21 16:43:37.814316,1.080138,""g"""
"novel,key pressed,4,2017-06-21 16:43:39.086371,1.272026,""j"""
"novel,word typed,4,2017-06-21 16:43:39.086440,6.808247,""lin j"""
"novel,key pressed,4,2017-06-21 16:43:40.214133,1.127739,""a"""
"novel,key pressed,4,2017-06-21 16:43:41.606165,1.392009,""t"""
"novel,key pressed,4,2017-06-21 16:43:42.918138,1.311947,""l"""
"novel,key pressed,4,2017-06-21 16:43:44.254210,1.336046,""d"""
"novel,sentence typed,4,2017-06-21 16:43:45.606169,12.159707,""the quick onyx goblin jumps above the lazy dwarf """
"novel,key pressed,4,2017-06-21 16:43:46.582913,2.328599,""f"""
"novel,key pressed,4,2017-06-21 16:43:47.366394,0.783481,"""""
"novel,key pressed,4,2017-06-21 16:43:48.023264,0.656794,""j"""
"novel,key pressed,4,2017-06-21 16:43:49.095091,1.071833,""q"""
"novel,key pressed,4,2017-06-21 16:43:50.199231,1.104108,""r"""
"novel,word typed,4,2017-06-21 16:43:50.199332,11.112879,""kly r"""
"novel,key pressed,4,2017-06-21 16:43:50.319144,0.119881,""e"""
"novel,key pressed,4,2017-06-21 16:43:51.686979,1.367805,""t"""
"novel,key pressed,4,2017-06-21 16:43:53.182405,1.495404,""b"""
"novel,key pressed,4,2017-06-21 16:43:54.806563,1.624134,""g"""
"novel,key pressed,4,2017-06-21 16:43:55.702466,0.895876,""a"""
"novel,word typed,4,2017-06-21 16:43:55.702550,5.503208,""wns a"""
"novel,key pressed,4,2017-06-21 16:43:56.670875,0.968384,""e"""
"novel,sentence typed,4,2017-06-21 16:43:57.622274,12.016081,""jim quickly realized that beautiful gowns are expensive """
"novel,key pressed,4,2017-06-21 16:43:58.750482,2.079574,""m"""
"novel,key pressed,4,2017-06-21 16:43:59.430482,0.679978,""g"""
"novel,key pressed,4,2017-06-21 16:44:00.598657,1.168129,""w"""
"novel,key pressed,4,2017-06-21 16:44:01.414537,0.815864,""s"""
"novel,key pressed,4,2017-06-21 16:44:02.214478,0.799916,""d"""
"novel,word typed,4,2017-06-21 16:44:02.214775,6.512216,""six d"""
"novel,key pressed,4,2017-06-21 16:44:03.790670,1.576166,""p"""
"novel,key pressed,4,2017-06-21 16:44:05.103244,1.312550,""j"""
"novel,key pressed,4,2017-06-21 16:44:06.126683,1.023406,""b"""
"novel,key pressed,4,2017-06-21 16:44:07.478700,1.351996,""h"""
"novel,key pressed,4,2017-06-21 16:44:08.462668,0.983941,""q"""
"novel,word typed,4,2017-06-21 16:44:08.462743,6.247965,"" he q"""
"novel,sentence typed,4,2017-06-21 16:44:09.350655,11.728331,""my girl wove six dozen plaid jackets before he quit """
"novel,test finished,4,2017-06-21 16:44:09.351018,94.569634,"
