timestamp (ISO),user_id,trial,target_distance,target_size,movement_time (ms),click_offset_x,click_offset_y,clicks_per_circle
2017-06-13T00:20:15,1,0,400,60,1216,5.7281564199349475,-2.1416154172116535,1
2017-06-13T00:20:16,1,1,300,170,845,-26.874332442365812,46.05644448119301,1
2017-06-13T00:20:18,1,2,300,170,886,-40.46319286873796,-48.24276864592383,1
2017-06-13T00:20:19,1,3,400,170,1007,22.143604881241004,5.179837872137568,1
2017-06-13T00:20:20,1,4,400,35,793,9.851153485531484,-13.022103508838597,1
2017-06-13T00:20:21,1,5,400,60,891,-1.7252349182655848,5.86172858027021,1
2017-06-13T00:20:22,1,6,400,170,785,2.5393552119977585,22.657427137581408,1
2017-06-13T00:20:23,1,7,200,100,671,2.373975404010821,18.7110408858955,1
2017-06-13T00:20:24,1,8,300,170,547,-29.04045344291694,-43.264738384065964,1
2017-06-13T00:20:24,1,9,170,100,276,13.804651053001976,-41.192414587835515,1
2017-06-13T00:20:29,1,10,170,60,5239,4.703560266984368,-18.382248914234083,1
2017-06-13T00:20:30,1,11,170,100,699,5.848789589870421,-23.68497671347623,1
2017-06-13T00:20:31,1,12,300,100,870,16.439442604058286,28.85953023213824,1
2017-06-13T00:20:32,1,13,200,100,685,-15.170176627226908,-19.156616921220802,1
2017-06-13T00:20:33,1,14,400,60,1224,-11.593788223429726,-15.04044901032961,1
2017-06-13T00:20:34,1,15,400,35,1215,-6.941545679886417,9.217481180628113,1
2017-06-13T00:20:35,1,16,170,100,813,38.05845432011358,-6.782518819371887,1
2017-06-13T00:20:36,1,17,300,100,579,20.245121384420145,-41.6188017253337,1
2017-06-13T00:20:37,1,18,300,170,573,-6.60468840494616,29.892620747682543,1
2017-06-13T00:20:38,1,19,200,35,849,7.721082237238306,-10.86618851215087,1
2017-06-13T00:20:40,1,20,170,100,1698,1.376094798219242,14.418903612596068,1
2017-06-13T00:20:41,1,21,400,60,782,-0.38023600941903624,6.3787022935964615,1
2017-06-13T00:20:42,1,22,200,35,1520,2.423162865570447,-0.832600965434267,2
2017-06-13T00:20:43,1,23,300,35,944,-4.1983283529338,2.4761922894659847,1
2017-06-13T00:20:44,1,24,200,100,606,-17.957137612767212,-17.849578352718538,1
2017-06-13T00:20:45,1,25,200,60,697,-16.93703695326741,0.028587051100601002,1
2017-06-13T00:20:46,1,26,400,170,597,-57.977238272267016,-5.727743756537677,1
2017-06-13T00:20:47,1,27,170,60,992,-15.045960484873461,-3.957905001036579,1
2017-06-13T00:20:48,1,28,170,35,1096,2.4869285588675893,-4.034412111316158,1
2017-06-13T00:20:49,1,29,200,60,950,-23.122690672417605,-3.050559264675144,1
2017-06-13T00:20:51,1,30,400,35,1424,4.877309327582452,6.949440735324856,1
2017-06-13T00:20:52,1,31,300,35,955,-10.006968530095605,6.790909571092129,1
2017-06-13T00:20:53,1,32,200,60,1119,8.319441560844353,-22.925175728348222,1
2017-06-13T00:20:54,1,33,200,170,654,-23.027887054315684,6.78391580017194,1
2017-06-13T00:20:55,1,34,170,35,989,3.634563751046244,-10.177912312970761,2
2017-06-13T00:20:55,1,35,200,170,585,38.038592416179995,58.76061184421087,1
2017-06-13T00:20:56,1,36,200,60,805,-6.1627124214935805,-2.037488103698479,1
2017-06-13T00:20:57,1,37,170,170,400,34.938378364524,25.772677569902953,1
2017-06-13T00:20:58,1,38,170,35,1042,2.375907578536612,0.8960563838001008,1
2017-06-13T00:20:58,1,39,200,170,641,17.004872674015473,-43.930064887971554,1
