timestamp (ISO),user_id,trial,target_distance,target_size,movement_time (ms),click_offset_x,click_offset_y,trys_per_trial,cursor_type,circle_color
2017-06-13T18:25:26,3,0,400,60,726,2.7993440249994137,-24.45851935233179,1,special,green
2017-06-13T18:25:27,3,1,400,60,630,-42.17503587107092,4.6388911500180825,1,special,green
2017-06-13T18:25:28,3,2,400,60,823,-23.394274333641306,-0.3934031566999465,1,special,green
2017-06-13T18:25:29,3,3,170,60,538,-10.142019867245722,1.4631724779363822,1,special,green
2017-06-13T18:25:29,3,4,200,170,422,-33.93071660821499,4.659773602946927,1,special,green
2017-06-13T18:25:30,3,5,300,60,665,2.201317747749272,0.5277392469826907,1,special,green
2017-06-13T18:25:31,3,6,200,60,795,0.5486463629092668,17.23683077550288,1,special,green
2017-06-13T18:25:31,3,7,300,100,600,-8.864227703922325,-15.58087792164929,1,special,green
2017-06-13T18:25:32,3,8,170,170,311,-20.301756917934938,-15.704256735546437,1,special,green
2017-06-13T18:25:32,3,9,200,100,319,-14.434051983066581,39.897893985797964,1,special,green
2017-06-13T18:25:34,3,10,170,170,1372,-48.50277419567303,7.128055230296866,1,special,gray
2017-06-13T18:25:34,3,11,200,35,677,-4.59839512201836,-0.7776374232338412,1,special,gray
2017-06-13T18:25:35,3,12,300,35,882,-15.94282244222336,-1.4480837603808823,1,special,gray
2017-06-13T18:25:36,3,13,400,35,820,-6.394636344052913,-11.513701263203359,1,special,gray
2017-06-13T18:25:37,3,14,400,35,726,3.12298217561397,10.834757452427539,1,special,gray
2017-06-13T18:25:38,3,15,400,60,629,-14.5541792126848,1.2197284304108393,1,special,gray
2017-06-13T18:25:39,3,16,400,35,1232,-0.03106439802490968,-1.7329668733093513,2,special,gray
2017-06-13T18:25:40,3,17,200,60,604,-20.861473255823284,29.551745856481432,1,special,gray
2017-06-13T18:25:41,3,18,170,35,684,-6.103152494280323,-9.805343130028575,1,special,gray
2017-06-13T18:25:42,3,19,300,35,1011,-14.591808457557136,-11.443557019778666,1,special,gray
2017-06-13T18:25:43,3,20,400,35,1314,-8.015420053760067,-1.5597249306698586,1,special,red
2017-06-13T18:25:43,3,21,400,170,451,-23.408622303781158,17.326174152340883,1,special,red
2017-06-13T18:25:44,3,22,400,35,704,-18.950102951449367,6.125518177340268,1,special,red
2017-06-13T18:25:45,3,23,200,100,550,-29.950102951449367,11.125518177340268,1,special,red
2017-06-13T18:25:45,3,24,170,60,509,-10.442108771771473,-28.130329351788305,1,special,red
2017-06-13T18:25:46,3,25,200,60,386,-21.6534120308022,-4.32693047679885,1,special,red
2017-06-13T18:25:47,3,26,400,100,766,-0.9124523243244198,-23.162254149695116,1,special,red
2017-06-13T18:25:48,3,27,300,100,887,-37.26673879356818,0.0599979635844079,1,special,red
2017-06-13T18:25:49,3,28,400,100,801,39.489592014070126,11.100199282584015,1,special,red
2017-06-13T18:25:49,3,29,170,100,632,14.83457945308919,13.385291407330953,1,special,red
2017-06-13T18:25:51,3,30,400,170,1264,-8.913446461004924,-17.634286855123037,1,special,blue
2017-06-13T18:25:51,3,31,200,100,518,-15.854301205805655,20.981334024943408,1,special,blue
2017-06-13T18:25:52,3,32,170,60,446,12.145698794194345,1.9813340249434077,1,special,blue
2017-06-13T18:25:53,3,33,170,60,829,3.1715906176078192,-1.9855750693947698,2,special,blue
2017-06-13T18:25:53,3,34,200,35,742,2.974989492597274,-16.542625527889413,1,special,blue
2017-06-13T18:25:54,3,35,170,60,590,2.503880380574742,-10.364240572166466,1,special,blue
2017-06-13T18:25:55,3,36,200,100,465,14.132845476053603,44.46188069960522,1,special,blue
2017-06-13T18:25:55,3,37,400,35,848,7.52604772607458,10.039274181543817,1,special,blue
2017-06-13T18:25:56,3,38,170,60,483,8.627138512092188,33.84943985514525,1,special,blue
2017-06-13T18:25:57,3,39,300,170,438,13.696799000022907,42.155942033686586,1,special,blue
